"Length"	"ID"	"Type"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
39	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
51	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
50	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
55	"Mammoth 4"	"rRNAs"
49	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
65	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
42	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
40	"Mammoth 4"	"rRNAs"
58	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
50	"Mammoth 4"	"rRNAs"
65	"Mammoth 4"	"rRNAs"
53	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
54	"Mammoth 4"	"rRNAs"
54	"Mammoth 4"	"rRNAs"
57	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
50	"Mammoth 4"	"rRNAs"
64	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
55	"Mammoth 4"	"rRNAs"
51	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
62	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
61	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
58	"Mammoth 4"	"rRNAs"
42	"Mammoth 4"	"rRNAs"
51	"Mammoth 4"	"rRNAs"
51	"Mammoth 4"	"rRNAs"
49	"Mammoth 4"	"rRNAs"
40	"Mammoth 4"	"rRNAs"
56	"Mammoth 4"	"rRNAs"
48	"Mammoth 4"	"rRNAs"
50	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
59	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
51	"Mammoth 4"	"rRNAs"
61	"Mammoth 4"	"rRNAs"
49	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
52	"Mammoth 4"	"rRNAs"
51	"Mammoth 4"	"rRNAs"
46	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
42	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
40	"Mammoth 4"	"rRNAs"
49	"Mammoth 4"	"rRNAs"
38	"Mammoth 4"	"rRNAs"
50	"Mammoth 4"	"rRNAs"
46	"Mammoth 4"	"rRNAs"
48	"Mammoth 4"	"rRNAs"
38	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
38	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
38	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
48	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
48	"Mammoth 4"	"rRNAs"
42	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
47	"Mammoth 4"	"rRNAs"
43	"Mammoth 4"	"rRNAs"
43	"Mammoth 4"	"rRNAs"
46	"Mammoth 4"	"rRNAs"
47	"Mammoth 4"	"rRNAs"
50	"Mammoth 4"	"rRNAs"
45	"Mammoth 4"	"rRNAs"
45	"Mammoth 4"	"rRNAs"
43	"Mammoth 4"	"rRNAs"
47	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
38	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
43	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
40	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
40	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
40	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
43	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
39	"Mammoth 4"	"rRNAs"
44	"Mammoth 4"	"rRNAs"
44	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
46	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
43	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
47	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
44	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
46	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
42	"Mammoth 4"	"rRNAs"
46	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
42	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
38	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
38	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
39	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
55	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
38	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
42	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
45	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
39	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
39	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
36	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
35	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
40	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
41	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
32	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
33	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
34	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
46	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
26	"Mammoth 4"	"rRNAs"
30	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
25	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
22	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
31	"Mammoth 4"	"rRNAs"
18	"Mammoth 4"	"rRNAs"
23	"Mammoth 4"	"rRNAs"
37	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
19	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
24	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
21	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
28	"Mammoth 4"	"rRNAs"
29	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
20	"Mammoth 4"	"rRNAs"
27	"Mammoth 4"	"rRNAs"
